Isolate ID,Realm,Phylum,Class,Order,Family,Genus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source
VMR1012431,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Babuvirus,Babuvirus cardamomi,ICTV20094114,A,cardamom bushy dwarf virus,CdBDV,PHO2,DNA-C: KF711227; DNA-M: KF711064; DNA-N: KF711390; DNA-R: KF710575; DNA-S: KF710901; DNA-U3: KF710738,Complete genome,ssDNA(+),plants
VMR1007557,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Babuvirus,Babuvirus musae,ICTV19982654,E,banana bunchy top virus,BBTV,Australia,DNA-C: L41578; DNA-M: L41575; DNA-N: L41577; DNA-R: S56276; DNA-S: L41574; DNA-U3: L41576,Complete genome,ssDNA(+),plants
VMR1012430,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Babuvirus,Babuvirus musae,ICTV19982654,A,banana bunchy top virus,BBTV,Taiwan-severe,DNA-C: DQ826395; DNA-M: DQ826394; DNA-N: DQ826396; DNA-R: DQ826390; DNA-S: DQ826393; DNA-U3: DQ826391,Complete genome,ssDNA(+),plants
VMR1007564,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus astragali,ICTV19982656,E,milk vetch dwarf virus,MDV,N,DNA-C: AB000923; DNA-M: AB000927; DNA-N: AB000925; DNA-R: AB027511; DNA-S: AB009046; DNA-U1: AB000924; DNA-U2: AB000926; DNA-U4: AB255373,Complete genome,ssDNA(+),plants
VMR1012438,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus astragali,ICTV19982656,A,milk vetch dwarf virus,MDV,VU,DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247,Complete genome,ssDNA(+),plants
VMR1025517,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus astragalirani,ICTV202318788,E,milk vetch chlorotic dwarf virus,MVCDV,G53,DNA-C: MN273332; DNA-M: MN273334 ; DNA-N: MN273335 ; DNA-R: MN273336 ; DNA-S: MN273333 ;  DNA-U1: MN273337; DNA-U2: MN273338 ; DNA-U4: MN273339,Complete genome,ssDNA(+),plants
VMR1007567,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus flavipisi,ICTV20153176,E,pea yellow stunt virus,PYSV,Glinzendorf-Marchfeld 15,DNA-C: KC979056; DNA-M: KC979057; DNA-N: KC979058; DNA-R: KC979054; DNA-S: KC979055; DNA-U1: KC979062; DNA-U2: KC979059; DNA-U4: KC979061,Complete genome,ssDNA(+),plants
VMR1007563,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus flaviviciae,ICTV20125746,E,faba bean yellow leaf virus,FBYLV,Eth-231,DNA-C: HE654126; DNA-M: HE654125; DNA-N: HE654127; DNA-R: HE654123; DNA-S: HE654124; DNA-U1: HE654128; DNA-U2: HE654129; DNA-U4: HE654130,Complete genome,ssDNA(+),plants
VMR1007559,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus medicagonis,ICTV20153175,E,black medic leaf roll virus,BMLRV,Bjuv-153,DNA-C: KC978960; DNA-M: KC978961; DNA-N: KC978962; DNA-R: KC978958; DNA-S: KC978959; DNA-U1: KC978963; DNA-U2: KC978964; DNA-U4: KC978965,Complete genome,ssDNA(+),plants
VMR1012432,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus medicagonis,ICTV20153175,A,black medic leaf roll virus,BMLRV,AT-3 (Stadl-Paura_3),DNA-C: KC978941; DNA-M: KC978942; DNA-N: KC978943; DNA-R: KC978939; DNA-S: KC978940; DNA-U1: KC978944; DNA-U2: KC978946; DNA-U4: KC978947,Complete genome,ssDNA(+),plants
VMR1012433,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus medicagonis,ICTV20153175,A,black medic leaf roll virus,BMLRV,AZ-47 (Lerik-Xalifa_47),DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956,Complete genome,ssDNA(+),plants
VMR1007562,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus necroflaviviciae,ICTV19982655,E,faba bean necrotic yellows virus,FBNYV,Egyptian EV1-93,DNA-C: AJ132179; DNA-M: AJ132182; DNA-N: AJ132186; DNA-R: AJ132180; DNA-S: AJ132183; DNA-U1: AJ132181; DNA-U2: AJ132184; DNA-U4: AJ749902,Complete genome,ssDNA(+),plants
VMR1012435,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus necroflaviviciae,ICTV19982655,A,faba bean necrotic yellows virus,FBNYV,MA-Mor23,DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024,Complete genome,ssDNA(+),plants
VMR1012436,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus necroflaviviciae,ICTV19982655,A,faba bean necrotic yellows virus,FBNYV,Sy4,DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430,Complete genome,ssDNA(+),plants
VMR1012437,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus necroflaviviciae,ICTV19982655,A,faba bean necrotic yellows virus,FBNYV,Mu29D,DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026,Complete genome,ssDNA(+),plants
VMR1007566,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus necropisi,ICTV20115411,E,pea necrotic yellow dwarf virus,PNYDV,Drohndorf-15,DNA-C: JN133280; DNA-M: JN133281; DNA-N: JN133282; DNA-R: GU553134; DNA-S: JN133279; DNA-U1: JN133283; DNA-U2: JN133284; DNA-U4: JN133285,Complete genome,ssDNA(+),plants
VMR1007561,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus necropumiliviciae,ICTV20115410,E,faba bean necrotic stunt virus,FBNSV,Ethiopia:Hol-JKI-2000,DNA-C: GQ150780; DNA-M: GQ150781; DNA-N: GQ150782; DNA-R: GQ150778; DNA-S: GQ150779; DNA-U1: GQ150783; DNA-U2: GQ150784; DNA-U4: GQ150785,Complete genome,ssDNA(+),plants
VMR1012434,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus necropumiliviciae,ICTV20115410,A,faba bean necrotic stunt virus,FBNSV,MA-Mor5,DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032,Complete genome,ssDNA(+),plants
VMR1007565,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus petroselini,ICTV202009659,E,parsley severe stunt associated virus,PSSaV,Pa21,DNA-C: MK039128; DNA-M: MK039129; DNA-N: MK039130; DNA-R: MK039132; DNA-S: MK039133; DNA-U1: MK039134; DNA-U2: MK039135,Complete genome,ssDNA(+),plants
VMR1007568,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus sophorae,ICTV202009660,E,sophora yellow stunt virus,SYSV,Har:H13:Soph:17,DNA-C: MH048843; DNA-M: MH048844; DNA-N: MH048846; DNA-R: MH048845; DNA-S: MH048842; DNA-U1: MH048847; DNA-U2: MH048848; DNA-U4: MH048849,Complete genome,ssDNA(+),plants
VMR1007569,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus trifolii,ICTV19982657,E,subterranean clover stunt virus,SCSV,Myall Vale 2534B,DNA-R: MK035728; DNA-S: MK035729; DNA-C: MK035730; DNA-M: MK035731; DNA-N: MK035732; DNA-U1: MK035733; DNA-U2: MK035734; DNA-U4: MK035735,Complete genome,ssDNA(+),plants
VMR1012439,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus trifolii,ICTV19982657,A,subterranean clover stunt virus,SCSV,F,DNA-C: U16732; DNA-M: U16730; DNA-N: U16733; DNA-R: AJ290434; DNA-S: U16734; DNA-U1: U16736,Partial genome (non-compliant),ssDNA(+),plants
VMR1007560,Floreoviria,Cressdnaviricota,Arfiviricetes,Mulpavirales,Nanoviridae,Nanovirus,Nanovirus viciacraccae,ICTV202009658,E,cow vetch latent virus,CVLV,Sambuc 2010,DNA-C: MF535447; DNA-M: MF535448; DNA-N: MF535449; DNA-R: MF535450; DNA-S: MF535451; DNA-U1: MF535452; DNA-U2: MF535453; DNA-U4: MF535454,Complete genome,ssDNA(+),plants
VMR1007570,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,E,human respiratory-associated brisavirus,HuRaBV,MRJ,KY052047,Complete genome,ssDNA(+/-),vertebrates
VMR1012447,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,A,apis mellifera virus 1,AMV,BNH267,MH973742,Complete genome,ssDNA(+/-),vertebrates
VMR1012444,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,A,human gut-associated brisavirus,HuGaBV,VW,MK059759,Complete genome,ssDNA(+/-),vertebrates
VMR1012441,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,A,human lung-associated brisavirus,HuLaBV,RC,MK059757,Complete genome,ssDNA(+/-),vertebrates
VMR1012442,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,A,human lung-associated brisavirus,HuLaBV,AA,MK059754,Complete genome,ssDNA(+/-),vertebrates
VMR1012443,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,A,human lung-associated brisavirus,HuLaBV,MD,MK059756,Complete genome,ssDNA(+/-),vertebrates
VMR1012445,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,A,human oral-associated brisavirus,HuOaBV,YH,MK059758,Complete genome,ssDNA(+/-),vertebrates
VMR1012440,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,A,human respiratory-associated brisavirus,HuRaBV,II,MK059755,Complete genome,ssDNA(+/-),vertebrates
VMR1012446,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus brisa,ICTV201907364,A,human respiratory-associated brisavirus,HuRaBV,15278,KY349925,Complete genome,ssDNA(+/-),vertebrates
VMR1007571,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,E,human lung-associated vientovirus,HuLaVV,FB,MK059763,Complete genome,ssDNA(+/-),vertebrates
VMR1012449,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human gut-associated vientovirus,HuGaVV,MW,MK059772,Complete genome,ssDNA(+/-),vertebrates
VMR1012448,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human lung-associated vientovirus,HuLaVV,DC,MK059761,Complete genome,ssDNA(+/-),vertebrates
VMR1012450,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human lung-associated vientovirus,HuLaVV,JY,MK059765,Complete genome,ssDNA(+/-),vertebrates
VMR1012451,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human lung-associated vientovirus,HuLaVV,ES,MK059762,Complete genome,ssDNA(+/-),vertebrates
VMR1012452,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human lung-associated vientovirus,HuLaVV,JB,MK059764,Complete genome,ssDNA(+/-),vertebrates
VMR1012453,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human lung-associated vientovirus,HuLaVV,AL,MK059760,Complete genome,ssDNA(+/-),vertebrates
VMR1012454,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human lung-associated vientovirus,HuLaVV,LT,MK059766,Complete genome,ssDNA(+/-),vertebrates
VMR1012455,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human oral-associated vientovirus,HuOaVV,EC,MK059768,Complete genome,ssDNA(+/-),vertebrates
VMR1012456,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human oral-associated vientovirus,HuOaVV,XM,MK059771,Complete genome,ssDNA(+/-),vertebrates
VMR1012457,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human oral-associated vientovirus,HuOaVV,AV,MK059767,Complete genome,ssDNA(+/-),vertebrates
VMR1012458,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human oral-associated vientovirus,HuOaVV,MC,MK059770,Complete genome,ssDNA(+/-),vertebrates
VMR1012459,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human oral-associated vientovirus,HuOaVV,LZ,MK059769,Complete genome,ssDNA(+/-),vertebrates
VMR1012460,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human respiratory-associated vientovirus,HuRaVV,15040,KY244146,Complete genome,ssDNA(+/-),vertebrates
VMR1012461,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human respiratory-associated vientovirus,HuRaVV,15232,KY328746,Complete genome,ssDNA(+/-),vertebrates
VMR1012462,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human respiratory-associated vientovirus,HuRaVV,15037,KY328745,Complete genome,ssDNA(+/-),vertebrates
VMR1012463,Floreoviria,Cressdnaviricota,Arfiviricetes,Recrevirales,Redondoviridae,Torbevirus,Torbevirus viento,ICTV201907365,A,human respiratory-associated vientovirus,HuRaVV,15307,KY328744,Complete genome,ssDNA(+/-),vertebrates
VMR1025310,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Amaruvirus,Amaruvirus aka,ICTV202318583,E,human circovirus VS6600022,,,KJ206566,Complete genome,ssDNA(+/-),vertebrates
VMR1025311,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Amaruvirus,Amaruvirus masi,ICTV202318584,E,Pecovirus sp. CRESSV1-84-AMS-03 DNA,,,LC708001,Complete genome,ssDNA(+/-),vertebrates
VMR1025312,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Amaruvirus,Amaruvirus taruka,ICTV202318582,E,CRESS virus sp. UJSL017,,,MN621476,Complete genome,ssDNA(+/-),vertebrates
VMR1025354,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Capamivirus,Capamivirus cipi,ICTV202318588,E,Circoviridae sp. ctia25,,,MH616647,Complete genome,ssDNA(+/-),vertebrates
VMR1025355,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Capamivirus,Capamivirus muyu,ICTV202318589,E,Pecovirus sp. CRESSV1-94-AMS-01,,,LC708004,Complete genome,ssDNA(+/-),vertebrates
VMR1025344,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Cinchivirus,Cinchivirus asul,ICTV202318578,E,Banfec virus 3 V16_S08a,,,OQ599927,Complete genome,ssDNA(+/-),vertebrates
VMR1025345,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Cinchivirus,Cinchivirus quwi,ICTV202318579,E,rodent circovirus RtBi-CV-1/FJ2015,,,KY370035,Complete genome,ssDNA(+/-),vertebrates
VMR1025548,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Intivirus,Intivirus quri,ICTV202318576,E,unidentified circular ssDNA virus cg8094,,,KU043425,Complete genome,ssDNA(+/-),vertebrates
VMR1025549,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Intivirus,Intivirus runa,ICTV202318575,E,human feces pecovirus PeCV-NI,,,KT600066,Complete genome,ssDNA(+/-),vertebrates
VMR1025550,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Intivirus,Intivirus surtixa,ICTV202318577,E,unidentified circular ssDNA virus V11B,,,MG571897,Complete genome,ssDNA(+/-),vertebrates
VMR1025582,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Macochavirus,Macochavirus kuci,ICTV202318586,E,porcine associated circular DNA virus-3 P20_37_BR,,,MW601954,Complete genome,ssDNA(+/-),vertebrates
VMR1025583,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Macochavirus,Macochavirus uywa,ICTV202318587,E,porcine associated circular DNA virus-2 P20_36_BR,,,MW601953,Complete genome,ssDNA(+/-),vertebrates
VMR1025479,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Quillavirus,Quillavirus paku,ICTV202318580,E,dromedary stool-associated circular ssDNA virus DcSCV_c1054,,,KM573766,Complete genome,ssDNA(+/-),vertebrates
VMR1025418,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Tambotovirus,Tambotovirus akara,ICTV202318581,E,chicken virus mg8_273,,,MN379592,Complete genome,ssDNA(+/-),vertebrates
VMR1025588,Floreoviria,Cressdnaviricota,Arfiviricetes,Ringavirales,Pecoviridae,Yaviravirus,Yaviravirus kapata,ICTV202318585,E,unidentified circular ssDNA virus cg5269,,,KU043424,Complete genome,ssDNA(+/-),vertebrates
VMR1027925,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Arkenivirus,Arkenivirus varda,ICTV202317900,E,Peromfec virus RodF7_30,,,OM869657,Complete genome,ssDNA(+/-),vertebrates
VMR1027920,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Beornivirus,Beornivirus durin,ICTV202317899,E,Peromfec virus RodF8_96,,,OM869619,Complete genome,ssDNA(+/-),vertebrates
VMR1027978,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Mallornivirus,Mallornivirus breg,ICTV202317903,E,Dipodfec virus UA23Rod_5718,,,OM869600,Complete genome,ssDNA(+/-),vertebrates
VMR1007572,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Menegrothvirus,Menegrothvirus gilly,ICTV202113285,E,marmot associated feces virus 4,,MAR17_3_2236,MT181534,Complete genome,ssDNA(+/-),protists (S)
VMR1027977,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Mirkivirus,Mirkivirus athela,ICTV202317901,E,chicken virus mg5_2197,,,MN379588,Complete genome,ssDNA(+/-),vertebrates
VMR1007573,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Nauglamirvirus,Nauglamirvirus anduin,ICTV202113287,E,chicken virus mg5_2876,,,MN379590,Complete genome,ssDNA(+/-),protists (S)
VMR1007574,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Nimphelosvirus,Nimphelosvirus arnor,ICTV202113290,E,Entamoeba-associated CRESS DNA virus 1,,84-AMS-01,MT293410,Complete genome,ssDNA(+),protists (S)
VMR1007575,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Nimphelosvirus,Nimphelosvirus isildur,ICTV202113289,E,Entamoeba-associated CRESS DNA virus 1 84-AMS-03,,,MT293413,Complete genome,ssDNA(+),protists (S)
VMR1007576,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Phialvirus,Phialvirus golin,ICTV202113292,E,Entamoeba-associated CRESS DNA virus 2,,84-AMS-01,MT293414,Complete genome,ssDNA(+),protists (S)
VMR1027963,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Sindarvirus,Sindarvirus indis,ICTV202317898,E,virus sp. D3_1047,,,MW678879,Complete genome,ssDNA(+/-),air (S)
VMR1027964,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Sindarvirus,Sindarvirus narsil,ICTV202317897,E,virus sp. D10_11052,,,MW678882,Complete genome,ssDNA(+/-),air (S)
VMR1027974,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Thengelvirus,Thengelvirus dagmor,ICTV202317896,E,virus sp. D10_8234,,,MW678986,Complete genome,ssDNA(+/-),air (S)
VMR1027975,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Thengelvirus,Thengelvirus poros,ICTV202317895,E,virus sp. D1_583,,,MW678989,Complete genome,ssDNA(+/-),air (S)
VMR1027976,Floreoviria,Cressdnaviricota,Arfiviricetes,Rivendellvirales,Naryaviridae,Tirithivirus,Tirithivirus golfim,ICTV202317902,E,CRESS virus sp. ctbi77,,,MK012476,Complete genome,ssDNA(+/-),vertebrates
VMR1027922,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Andorivirus,Andorivirus almar,ICTV202318516,E,Circovirus-like genome DHCV-6,,,KT149412,Complete genome,ssDNA(+/-),marine (S)
VMR1027923,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Andorivirus,Andorivirus forochel,ICTV202318517,E,McMurdo Ice Shelf pond-associated circular DNA virus-3,,alg49-39,KJ547648,Complete genome,ssDNA(+/-),freshwater (S)
VMR1027924,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Andorivirus,Andorivirus nenuia,ICTV202318515,E,Lake Sarah-associated circular virus-39,,LSaCV-39-LSGA-2013,KP153485,Complete genome,ssDNA(+/-),invertebrates (S)
VMR1027916,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Caradhivirus,Caradhivirus amobel,ICTV202318518,E,sewage-associated circular DNA virus-29,,SaCV-29_NZ-BS4325-2012,KM821764,Complete genome,ssDNA(+/-),sewage (S)
VMR1027911,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Celebovirus,Celebovirus lorelli,ICTV202318519,E,dragonfly larvae associated circular virus-3,,DflaCV-3-LSLA-2013,KP153447,Complete genome,ssDNA(+/-),invertebrates
VMR1027871,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Dolmedivirus,Dolmedivirus noldo,ICTV202318520,E,unidentified circular ssDNA virus 2035,,,KU043397,Complete genome,ssDNA(+/-),vertebrates
VMR1027873,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Enedivirus,Enedivirus anar,ICTV202318521,E,sewage-associated circular DNA virus-20,,SaCV-20_NZ-BS3900-2012,KM821755,Complete genome,ssDNA(+/-),sewage (S)
VMR1027903,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Harfovirus,Harfovirus londae,ICTV202318522,E,Circovirus-like genome CB-A,,,FJ959082,Complete genome,ssDNA(+/-),marine (S)
VMR1027983,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Moriavirus,Moriavirus nahar,ICTV202318523,E,dromedary stool-associated circular ssDNA virus DcSCV_c1566,,,KM573776,Complete genome,ssDNA(+/-),vertebrates
VMR1027984,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Moriavirus,Moriavirus rohirri,ICTV202318524,E,dromedary stool-associated circular ssDNA virus DcSCV_c1422,,,KM573767,Complete genome,ssDNA(+/-),vertebrates
VMR1027955,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Nimlovirus,Nimlovirus annon,ICTV202318530,E,Pacific flying fox faeces associated circular DNA virus-6,,Tbat_H_77994,KT732823,Complete genome,ssDNA(+/-),vertebrates
VMR1027956,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Nurnevirus,Nurnevirus wethil,ICTV202318525,E,Pacific flying fox faeces associated circular DNA virus-4,,Tbat_29894,KT732819,Complete genome,ssDNA(+/-),vertebrates
VMR1027958,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Pelorivirus,Pelorivirus melia,ICTV202318526,E,unidentified circular ssDNA virus cg_1467,,,KU043406,Complete genome,ssDNA(+/-),vertebrates
VMR1027965,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Stoorivirus,Stoorivirus tarnae,ICTV202318527,E,dragonfly larvae associated circular virus-4,,DflaCV-4_NZ-PG3-LG,KF738877,Complete genome,ssDNA(+/-),invertebrates
VMR1027966,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Taravirus,Taravirus cuivi,ICTV202318528,E,Circovirus-like genome DCCV-5,,,KT149398,Complete genome,ssDNA(+/-),freshwater (S)
VMR1027973,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Telperivirus,Telperivirus sithali,ICTV202318529,E,Odonata-associated circular virus-13,,OdasCV-13-US-1591LM1-12,KM598396,Complete genome,ssDNA(+/-),invertebrates
