Isolate ID,Realm,Phylum,Class,Order,Family,Genus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source
VMR1006272,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus USP1,ICTV202112811,E,Pseudomonas phage vB_PaeM_USP_1,,,MT491204,Complete genome,dsDNA,bacteria
VMR1028831,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus victoria,ICTV202420776,E,Pseudomonas phage Victoria,,,OR805296,Complete genome,dsDNA,bacteria
VMR1028638,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus wadjak13,ICTV202420770,E,Pseudomonas phage Kara-mokiny kep-wari Wadjak_13,,,OP310979,Complete genome,dsDNA,bacteria
VMR1028568,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Plutovirus,Plutovirus pluto,ICTV202420787,E,Luteibacter phage vB_LflM-Pluto,,,ON529861,Complete genome,dsDNA,bacteria
VMR1006601,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Tabernariusvirus,Tabernariusvirus tabernarius,ICTV201856888,E,Pseudomonas phage tabernarius,,,MG018926,Complete genome,dsDNA,bacteria
VMR1028890,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus AV128,ICTV202420779,E,Escherichia phage AV128,,,OR352958,Complete genome,dsDNA,bacteria
VMR1028522,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus EC150,ICTV202420781,E,Escherichia phage EC150,,,ON210137,Complete genome,dsDNA,bacteria
VMR1006726,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus ECML117,ICTV201908076,E,Escherichia phage ECML-117,,,JX128258,Complete genome,dsDNA,bacteria
VMR1029504,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus ECO71P1,ICTV202420783,E,Escherichia phage ECO71P1,,,OP172789,Complete genome,dsDNA,bacteria
VMR1006727,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus FEC19,ICTV201908075,E,Escherichia phage FEC19,,,MH816966,Complete genome,dsDNA,bacteria
VMR1028804,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus mansfield,ICTV202420782,E,Escherichia phage Mansfield,,,MK903282,Complete genome,dsDNA,bacteria
VMR1029380,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus Ro157lw,ICTV202420780,E,Escherichia phage vB_EcoM-Ro157lw,,,MH051335,Complete genome,dsDNA,bacteria
VMR1028221,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus SP13,ICTV202420778,E,Escherichia phage vB_EcoM_SP13,,,OP352608,Complete genome,dsDNA,bacteria
VMR1006728,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus WFC,ICTV201908074,E,Escherichia phage vB_EcoM_WFC,,,MK373777,Complete genome,dsDNA,bacteria
VMR1006729,Duplodnaviria,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus WFH,ICTV201908077,E,Escherichia phage vB_EcoM_WFH,,,MK373776,Complete genome,dsDNA,bacteria
VMR1029126,Duplodnaviria,Uroviricota,Caudoviricetes,,Ludisviridae,Ludisvirus,Ludisvirus pging00A,ICTV202419935,E,Porphyromonas phage phage005b_ATCC49417,,,PP754928,Complete genome,dsDNA,bacteria
VMR1031712,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Liaodongvirus,Liaodongvirus D22,ICTV202523306,E,Acinetobacter phage vB_AbaM_D22,,,MT188223,Complete genome,dsDNA,bacteria
VMR1031713,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Liaodongvirus,Liaodongvirus P1,ICTV202523307,E,Acinetobacter phage vB_AbaM_P1,,,OL960030,Complete genome,dsDNA,bacteria
VMR1031702,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Queenastridvirus,Queenastridvirus Acibel004,ICTV202523296,E,Acinetobacter phage vB_AbaM_Acibel004,,,KJ473422,Complete genome,dsDNA,bacteria
VMR1031711,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus 14CRR8,ICTV202523305,E,Acinetobacter phage vB_AbaM_14/CRR8,,,PV611675,Complete genome,dsDNA,bacteria
VMR1031706,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Ab121,ICTV202523300,E,Acinetobacter phage Ab_121,,,MT623546,Complete genome,dsDNA,bacteria
VMR1006392,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Aci05,ICTV201907935,E,Acinetobacter phage vB_AbaM_B09_Aci05,,,MH746814,Complete genome,dsDNA,bacteria
VMR1006390,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Aci011,ICTV201907934,E,Acinetobacter phage vB_AbaM_B09_Aci01-1,,,MH800198,Complete genome,dsDNA,bacteria
VMR1006391,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Aci022,ICTV201907933,E,Acinetobacter phage vB_AbaM_B09_Aci02-2,,,MH800199,Complete genome,dsDNA,bacteria
VMR1031707,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus CP14,ICTV202523301,E,Acinetobacter phage vB_AbaM_CP14,,,OP585105,Complete genome,dsDNA,bacteria
VMR1031708,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Liucustia,ICTV202523302,E,Acinetobacter phage Liucustia,,,MW349133,Complete genome,dsDNA,bacteria
VMR1031709,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus phi1092033,ICTV202523303,E,Acinetobacter phage phi1_092033,,,PQ859668,Complete genome,dsDNA,bacteria
VMR1031710,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus TAC1,ICTV202523304,E,Acinetobacter phage TAC1,,,MK170160,Complete genome,dsDNA,bacteria
VMR1031703,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Wulsvirus,Wulsvirus Acba22,ICTV202523297,E,Acinetobacter phage Acba_22,,,PV067693,Complete genome,dsDNA,bacteria
VMR1031704,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Wulsvirus,Wulsvirus KissB,ICTV202523298,E,Acinetobacter phage vB_AbaM_KissB,,,OZ038335,Complete genome,dsDNA,bacteria
VMR1031705,Duplodnaviria,Uroviricota,Caudoviricetes,,Luriaviridae,Wulsvirus,Wulsvirus Rocket,ICTV202523299,E,Acinetobacter phage vB_AbaM_Rocket,,,OZ038337,Complete genome,dsDNA,bacteria
VMR1024605,Duplodnaviria,Uroviricota,Caudoviricetes,,Lutetiaviridae,Classicovirus,Classicovirus victor,ICTV202317739,E,Methanonassiliicoccales tailed virus 2,MxTV2,vir335,BK063680,Complete genome,dsDNA,archaea
